PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,9/21/2023,44:45.1,1,1,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.35978,-1.889833,-1.169387,2279.826752,212.411016,1:00,6.55326,1.74318,5.53619,-13.33111,16.89997,10.17119,3.67486,1.49757,88.76277,-4.407674,0.6439,0.395729,,,,,,,,,,,,-5.42205,9.28162,-1.64856,50,6.38039,2.37288,-139.97189,-5.05822,-10.86254,28.68661,-13.57926,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,b2c53310-58bf-11ee-b66d-2b55a1776162,95.24805,,,7.59701,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,44:45.1,2023-09-21T15:44:45.1214930-05:00,2023-09-21T20:44:45.1214930Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,2a0e6f14-c241-4f8e-9eb7-7c6351882fa2,54.96501,-140.98577,14.3433,6.55068,-4.57828,-6.78963,-1.73921,2.7568,-5.43127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,9/21/2023,45:01.9,1,2,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Undefined,0,0,,96.80458,-4.836127,-2.372608,2362.061336,218.392742,1:15,6.48552,1.68295,5.7987,-12.57591,17.36406,13.02725,0.92466,0.56043,89.09511,-7.216294,-0.040093,0.393819,54.61588,-71.350811,53.347866,,,,,2.38274,2.38274,-6.987749,0.013412,-7.33272,10.44284,-1.49599,50,6.07931,5.22471,-140.16269,-12.26363,-14.67898,29.81289,-11.26916,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,bcc15a10-58bf-11ee-b66d-2b55a1776162,95.70998,1.02047,,7.70947,,,,2.15945,1.02047,-0.56618,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,45:01.9,2023-09-21T15:45:01.8625106-05:00,2023-09-21T20:45:01.8625106Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,03181521-12ec-4e1e-a69e-3492844ce6da,54.70444,-141.15979,14.90645,6.48317,-11.88673,-5.63458,-1.67894,5.71565,-7.33949,,2.15936,15.32918,,,,,,,,1.02088,-76.0873,,,,,,,,-0.56629,20.60157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
3,9/21/2023,45:37.6,2,1,"George, Pierce",703670,Right,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.57248,-4.520071,-3.154528,2254.574459,211.227655,1:00,6.4772,1.35183,5.84683,-11.75316,18.50796,10.6119,1.28213,-0.69832,88.17664,-6.77539,-1.255347,0.395926,,,,,,,,,,,,-6.268,10.99871,-1.10099,50,6.10115,7.20091,-139.65321,-11.38511,-12.37404,31.55664,-10.46083,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,d21dcbf0-58bf-11ee-b66d-2b55a1776162,95.20075,,,8.39585,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,45:37.6,2023-09-21T15:45:37.6202322-05:00,2023-09-21T20:45:37.6202322Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,18070247-592b-41a4-b815-af5c5e570bc9,54.65279,-140.70064,15.77832,6.47328,-11.03789,-5.23041,-1.34682,7.61163,-6.18702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,9/21/2023,45:51.9,2,2,"George, Pierce",703670,Right,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,96.12692,-2.80665,-1.5064,2215.095045,211.202769,1:00,6.58932,1.28074,5.6004,-11.81764,19.01611,10.87516,2.98122,0.7803,87.19974,-5.08571,0.434281,0.399654,,,,,,,,,,,,-5.95831,10.77977,-1.15892,50,6.34129,3.14817,-139.30821,-7.17597,-11.62482,33.39275,-11.1424,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,daa22000-58bf-11ee-b66d-2b55a1776162,94.31261,,,8.92718,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,45:51.9,2023-09-21T15:45:51.9342674-05:00,2023-09-21T20:45:51.9342674Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,9d67ca37-682f-4a2d-bc6f-e30892e77b02,54.89943,-140.47771,16.69638,6.58578,-6.78574,-5.5712,-1.27631,3.55531,-5.81241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,9/21/2023,46:12.8,2,3,"George, Pierce",703670,Right,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,96.71158,-2.463956,-2.73674,2311.191185,206.132891,12:45,6.45792,1.2218,5.76381,-9.50119,20.31615,9.5367,3.36879,-0.53264,89.01945,-4.307895,-1.03217,0.393012,,,,,,,,,,,,-5.51398,11.21221,-1.0007,50,6.24762,6.26132,-140.34335,-6.28711,-11.11035,28.70481,-9.58203,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,e710cda0-58bf-11ee-b66d-2b55a1776162,95.90659,,,7.69213,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,46:12.8,2023-09-21T15:46:12.7781970-05:00,2023-09-21T20:46:12.7781970Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,fc14608b-320d-4b70-b2ed-0acf87a3f480,54.73708,-141.30891,14.35241,6.45368,-5.96479,-4.79102,-1.2176,6.63505,-5.55517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,9/21/2023,46:35.3,3,1,"George, Pierce",703670,Right,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.84472,-2.43974,-1.992199,2304.391374,207.056161,1:00,6.57274,1.5336,5.63843,-10.67213,19.70596,9.62493,3.40451,0.47632,88.53764,-4.483558,-0.274285,0.39669,,,,,,,,,,,,-5.35595,10.85103,-1.37043,50,6.35833,4.39409,-139.19264,-6.24152,-10.64869,27.31602,-10.60005,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,f46b13c0-58bf-11ee-b66d-2b55a1776162,95.01732,,,7.30708,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,46:35.3,2023-09-21T15:46:35.2561746-05:00,2023-09-21T20:46:35.2561746Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,8df28a87-1999-445c-bb9c-265d4f35c71d,54.86339,-140.14381,13.65801,6.56924,-5.87241,-5.30003,-1.52989,4.76489,-5.32434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,9/21/2023,46:49.6,3,2,"George, Pierce",703670,Right,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.91505,-2.554311,-3.042409,2653.209256,59.282023,8:00,6.17056,1.90967,5.27999,-43.61372,-3.68843,-7.81311,0.13211,-1.60153,79.25684,-10.338341,-4.429674,0.454774,,,,,,,,,,,,3.29414,-1.04673,-1.62575,50,5.90427,6.794,-121.86846,-7.05822,5.05788,19.24878,-33.78124,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,fcffe290-58bf-11ee-b66d-2b55a1776162,82.88168,,,4.65821,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,46:49.6,2023-09-21T15:46:49.5548498-05:00,2023-09-21T20:46:49.5548498Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,050e2af1-64b0-4753-9f76-8c27a6ecfe1e,55.22563,-122.69106,9.62439,6.17506,-5.61458,-16.89062,-1.91147,6.57785,2.52894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,9/21/2023,47:08.4,3,3,"George, Pierce",703670,Right,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,84.39035,-0.845454,-2.162791,2718.024294,48.237873,7:30,6.19867,1.85265,5.15366,-47.77199,-7.71764,-9.89382,1.42114,-1.00886,78.51053,-9.416373,-3.916766,0.455508,,,,,,,,,,,,4.38453,-3.28488,-1.64255,50,6.08256,5.05405,-122.5677,-3.65499,6.71725,22.61345,-37.20661,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,0840be90-58c0-11ee-b66d-2b55a1776162,82.74809,,,5.87982,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,47:08.4,2023-09-21T15:47:08.4084306-05:00,2023-09-21T20:47:08.4084306Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,4bf54366-e737-4dec-ad7b-56a5530790a5,55.35069,-123.55095,11.30673,6.20631,-2.03723,-18.60331,-1.85595,4.76198,3.35862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,9/21/2023,47:29.0,3,4,"George, Pierce",703670,Right,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.07439,-2.507334,-1.280718,2595.389156,52.663623,7:45,6.29293,1.78179,5.69349,-41.30786,-3.30201,-5.83969,0.51175,0.10135,79.60172,-10.003162,-2.328236,0.443707,,,,,,,,,,,,2.63492,-0.67402,-1.67037,50,6.05595,3.03067,-124.95285,-6.95258,4.1647,25.2389,-33.2394,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,147437f0-58c0-11ee-b66d-2b55a1776162,84.94886,,,6.47267,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,47:29.0,2023-09-21T15:47:28.9549394-05:00,2023-09-21T20:47:28.9549394Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,6df3399a-d949-4be6-8e4a-bded0a5be6ec,54.80956,-125.92057,12.61945,6.2981,-5.6781,-16.6197,-1.78352,2.87098,2.08235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,9/21/2023,48:01.6,4,1,"George, Pierce",703670,Right,ALA_CRI,"Petrutz, Ian",1000243586,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.63689,0.171084,-0.700431,2610.481235,98.571727,9:15,6.2564,1.75138,5.32798,-36.81986,2.72728,-10.49256,3.34864,0.21971,78.1277,-6.538947,-2.565089,0.452615,,,,,,,,,,,,5.07055,1.69461,-1.68029,50,6.24533,1.9535,-122.97288,-0.98537,7.81788,22.81721,-29.56128,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,27e7c590-58c0-11ee-b66d-2b55a1776162,83.27707,,,6.50919,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,48:01.6,2023-09-21T15:48:01.5860818-05:00,2023-09-21T20:48:01.5860818Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,740de43d-a8d7-43df-ad81-08a9f4702b46,55.17363,-123.92911,11.40861,6.26067,0.25349,-14.78064,-1.7553,1.62586,3.90894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
11,9/21/2023,48:15.4,4,2,"George, Pierce",703670,Right,ALA_CRI,"Petrutz, Ian",1000243586,Left,ALA_CRI1,Undefined,1,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.62235,-1.587697,-1.082119,2322.717851,213.3157,1:00,6.53842,1.55296,5.74431,-10.7539,19.31371,12.06985,4.16332,1.55111,88.22905,-3.671609,1.077822,0.394658,,,,,,,,,,,,-6.3904,10.51827,-1.47017,50,6.39968,2.07411,-140.28743,-4.17599,-12.74862,31.42136,-11.19041,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,3018f090-58c0-11ee-b66d-2b55a1776162,95.50663,,,8.3933,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,48:15.4,2023-09-21T15:48:15.3813586-05:00,2023-09-21T20:48:15.3813586Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,78bfb0bd-a16c-45ab-9efa-e9376f22b82a,54.75516,-141.34847,15.71068,6.53431,-3.79811,-5.5952,-1.54748,2.50461,-6.37431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,9/21/2023,48:31.4,4,3,"George, Pierce",703670,Right,ALA_CRI,"Petrutz, Ian",1000243586,Left,ALA_CRI1,Undefined,1,Top,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,91.57017,-2.402655,-1.185524,2221.842936,221.933253,1:30,6.07044,1.93031,5.80332,-16.25619,17.17257,14.47233,2.47935,2.03357,83.8143,-5.479239,1.408052,0.416133,,,,,,,,,,,,-7.65619,9.72611,-1.84135,50,5.86322,2.10371,-132.90128,-6.07122,-13.70947,28.16906,-14.75814,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,39aba760-58c0-11ee-b66d-2b55a1776162,90.57797,,,7.75587,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,48:31.4,2023-09-21T15:48:31.4377810-05:00,2023-09-21T20:48:31.4377810Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,9b5c3f2b-63b2-4e4d-af53-45cb3ce96f83,54.69644,-133.89301,14.08453,6.06782,-5.55163,-7.37907,-1.92391,2.58637,-6.85473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,9/21/2023,48:54.1,5,1,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.37275,-1.92702,-2.372765,2219.344215,217.042533,1:15,6.21633,2.00394,5.64685,-14.58879,17.66395,12.58064,3.20086,0.83776,85.59503,-4.693391,-0.127181,0.408747,,,,,,,,,,,,-6.98233,9.7604,-1.81052,50,6.04339,5.03622,-135.4944,-5.01688,-13.04333,28.25816,-13.94117,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,4732f0f0-58c0-11ee-b66d-2b55a1776162,92.21459,,,7.77772,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,48:54.1,2023-09-21T15:48:54.1273170-05:00,2023-09-21T20:48:54.1273170Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,b74a3afe-97ef-415e-b5ed-86d2ee819923,54.85366,-136.50291,14.12908,6.21356,-4.51933,-6.97059,-1.99857,5.50172,-6.52166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,9/21/2023,49:08.3,5,2,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.82771,-5.107686,-3.168784,2172.033925,220.885148,1:15,6.02134,1.95085,5.78303,-16.92202,16.59028,13.4217,-0.16103,0.11803,84.281,-8.275688,-0.767606,0.416652,,,,,,,,,,,,-7.76245,10.20875,-1.69766,50,5.58823,6.77311,-132.7403,-12.41992,-13.87491,27.93163,-13.92655,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,4fa45940-58c0-11ee-b66d-2b55a1776162,90.46503,,,7.54671,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,49:08.3,2023-09-21T15:49:08.2600018-05:00,2023-09-21T20:49:08.2600018Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,14b78d18-dc4f-4c84-a13c-e91bd1cbd10b,54.71917,-133.72963,13.96581,6.01941,-11.92664,-6.96327,-1.94626,7.26455,-6.93745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,9/21/2023,49:27.2,5,3,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,95.08897,-3.160011,-1.93489,2297.815244,219.342058,1:15,6.47932,1.48915,5.90426,-12.62052,18.48056,14.28835,2.48952,0.883,86.50968,-5.590034,0.629188,0.401383,67.01646,59.46016,-111.378813,4787.76046,,,,,29.39292,,,-7.89808,10.70953,-1.34188,50,6.21785,4.01643,-137.84856,-7.97075,-15.12033,32.09182,-11.67134,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,5ae77f30-58c0-11ee-b66d-2b55a1776162,93.90642,44.01435,,8.57929,,,,1.64435,2.39779,-0.85474,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,49:27.2,2023-09-21T15:49:27.1670866-05:00,2023-09-21T20:49:27.1670866Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,546fd4c3-dcd7-4ba1-9c1f-559578318e10,54.59659,-138.91455,16.04591,6.47618,-7.58307,-5.83567,-1.48364,4.51867,-7.56016,27.619909,1.64435,-18.20629,-7.13875,2.94388,-2.21409,5.94563,-12.36493,13.43541,-5.77347,2.39779,84.65547,-27.43938,3.34787,-1.07088,1.7588,-3.52566,3.79509,-1.61507,-0.85474,-46.50844,5.06951,-0.57801,-0.06325,0.36963,-0.77333,0.85474,-0.37607,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
16,9/21/2023,49:49.2,5,4,"George, Pierce",703670,Right,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Undefined,0,0,,95.24113,-4.118214,-2.062453,2206.138197,214.759406,1:15,6.42315,1.59083,5.93295,-13.66863,16.89737,11.10812,1.45414,0.60213,88.0572,-6.697628,-0.067995,0.397915,86.51044,12.143184,-14.888135,2862.932568,103.8929,14.90231,-36.14229,211.91811,211.91811,-23.100288,2.196079,-6.28091,10.01067,-1.43266,50,6.08581,4.50017,-138.1499,-10.38055,-12.26993,27.65377,-12.61787,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,68099e50-58c0-11ee-b66d-2b55a1776162,94.72477,14.91976,,7.18393,,,,1.65426,1.47473,-0.59682,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,49:49.2,2023-09-21T15:49:49.1817042-05:00,2023-09-21T20:49:49.1817042Z,LineDrive,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,00776974-3d64-4d00-b426-38e1a78ae548,54.57077,-139.06183,13.82689,6.42126,-9.96445,-6.30893,-1.58773,4.9048,-6.13496,120.649272,1.65426,119.87845,-20.4567,3.94524,-0.75583,0.10753,-0.01012,0.00038,2E-05,1.47473,26.69032,-13.93299,0.67963,-0.00063,-0.00727,0.00407,-0.00075,4E-05,-0.59682,-31.87072,-5.88609,2.69362,-0.86228,0.21498,-0.04401,0.00631,-0.00044,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
17,9/21/2023,50:10.1,6,1,"George, Pierce",703670,Right,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Undefined,Undefined,0,0,,95.42418,-2.924172,-2.66971,2175.011871,199.338501,12:45,6.54424,1.20927,5.75875,-10.04843,20.648,6.92351,2.9796,-0.70065,87.77228,-4.868596,-1.43241,0.398763,82.41149,60.829126,69.932979,5295.806965,,,,,84.61205,,,-4.22343,11.5743,-0.99213,50,6.29538,6.14283,-138.42804,-7.34805,-8.26251,28.52248,-9.5307,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,748962f0-58c0-11ee-b66d-2b55a1776162,94.5233,119.02966,,7.65189,,,,1.02523,2.94618,0.71041,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,50:10.1,2023-09-21T15:50:10.1392978-05:00,2023-09-21T20:50:10.1392978Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,bca8f29e-80f9-46a6-81f1-aeb8294c98e9,54.74329,-139.40195,14.26124,6.54073,-7.02262,-4.76535,-1.20669,6.42496,-4.13126,,1.02523,20.2145,-10.80377,2.05195,-0.44969,0.0877,-0.0178,0.00281,-0.00021,2.94618,105.54003,-26.67415,3.29003,-0.73573,0.15462,-0.02957,0.00489,-0.00042,0.71041,55.3374,-4.96635,0.19578,0.0235,-0.02395,0.00527,-0.00111,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
18,9/21/2023,01:33.9,7,1,"Robertson, Tate",1000276606,Left,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Undefined,0,0,,85.72948,-1.524963,3.092145,1943.87991,121.366911,10:00,5.70705,-1.57607,5.49602,-27.45029,10.71725,-15.82528,1.99062,0.00044,79.48952,-6.567193,0.275144,0.44465,93.78845,8.519591,3.371045,1880.143216,109.2118,8.82149,13.14335,181.1022,180.93543,9.185574,1.568995,8.80288,6.10244,1.3166,50,5.55472,-6.0736,-124.48405,-4.26705,14.00107,21.80368,-22.46808,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,0c1cfc70-58c2-11ee-b66d-2b55a1776162,84.76875,9.17738,,6.23996,,,,0.68184,1.89153,-0.01347,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,01:33.9,2023-09-21T16:01:33.9224658-05:00,2023-09-21T21:01:33.9224658Z,LineDrive,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,944ae9f7-96b5-4a04-b76a-b42b35892ecd,55.00769,-125.35809,10.90184,5.70773,-3.36638,-11.23404,1.57132,-6.63485,7.00054,248.640587,0.68184,135.80275,-18.1919,3.32659,-0.6754,0.17999,-0.07335,0.02423,-0.0036,1.89152,20.37959,-14.77018,0.80146,-0.05284,-0.19092,0.21041,-0.09294,0.01552,-0.01349,8.00091,9.29053,-2.28253,0.65259,-0.47826,0.38054,-0.15942,0.0262,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
